city,state,country,source,wmonum,latitude,longitude,timezone,elevation,link
Red Bluff Municipal Arpt,CA,USA,TMY3,725910,40.15,-122.25,-8,106,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Red.Bluff.Muni.AP.725910_TMY3.zip
Gangca,Qinghai,CHN,CSWD,527540,37.33,100.13,8,3301.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Gangca.527540_CSWD.zip
Prescott Love Field,AZ,USA,TMY3,723723,34.65,-112.42,-7,1537,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AZ_Prescott-Love.Field.723723_TMY3.zip
Zielona Gora,-,POL,IMGW,124000,51.93,15.5,1,192,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Zielona.Gora.124000_IMGW.zip
Soda Springs Tigert,ID,USA,TMY3,725868,42.65,-111.58,-7,1780,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ID_Soda.Springs-Tigert.AP.725868_TMY3.zip
Keokuk Muni,IA,USA,TMY3,725456,40.47,-91.43,-6,205,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Keokuk.Muni.AP.725456_TMY3.zip
Pawtucket  Awos,RI,USA,TMY3,725054,41.92,-71.5,-5,134,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_RI_Pawtucket.AWOS.725054_TMY3.zip
GUATEMALA/LA_AURORA,GU,GTM,SWERA,786410,14.58,-90.52,-6,1489,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/GTM_Guatemala-La.Aurora.786410_SWERA.zip
TURPAN,-,CHN,SWERA,515730,42.93,89.2,8,37,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Turpan.515730_SWERA.zip
New Plymouth,Taranaki,New Zealand,TMY2 NIWA 2283 C94012,933090,-39.01,174.18,12,30,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_Taranaki-New.Plymouth.NP.933090_NIWA.zip
Napier,Hawkes Bay,New Zealand,TMY2 NIWA 2980 D96484,933730,-39.46,176.86,12,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_East.Coast-Napier.EC.933730_NIWA.zip
Gander Int'l,NF,CAN,WYEC2-B-14509,718030,48.95,-54.57,-3.5,151,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_NF_Gander.718030_CWEC.zip
Birmingham Municipal Ap,AL,USA,TMY3,722280,33.57,-86.75,-6,189,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AL_Birmingham.Muni.AP.722280_TMY3.zip
Crossville Memorial Ap,TN,USA,TMY3,723265,35.95,-85.08,-6,569,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Crossville.Mem.AP.723265_TMY3.zip
Nyingchi,Tibet,CHN,CSWD,563120,29.67,94.33,8,2991.8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Tibet.Nyingchi.563120_CSWD.zip
Mudanjiang,Heilongjiang,CHN,CSWD,540940,44.57,129.6,8,241.4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Heilongjiang.Mudanjiang.540940_CSWD.zip
MAKINDU,-,KEN,SWERA,637660,-2.28,37.83,3,1000,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/KEN_Makindu.637660_SWERA.zip
Melbourne,VIC,AUS,RMY,948680,-37.82,144.97,10,32,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_VIC.Melbourne.948680_RMY.zip
HOTAN,-,CHN,SWERA,518280,37.13,79.93,8,1375,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Kinjiang.Uyhur.Hotan.518280_SWERA.zip
Minhe,Qinghai,CHN,CSWD,528760,36.32,102.85,8,1813.9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Minhe.528760_CSWD.zip
Mercedita,PR,PRI,TMY3,785203,18,-66.55,-4,8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/PRI_Mercedita.AP.785203_TMY3.zip
Turpan,Xinjiang Uygur,CHN,CSWD,515730,42.93,89.2,8,34.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Turpan.515730_CSWD.zip
Goodland Renner Field,KS,USA,TMY3,724650,39.37,-101.7,-7,1111,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KS_Goodland-Renner.Field.724650_TMY3.zip
Alpena,MI,USA,TMY--94849,726390,45.07,-83.57,-5,211,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Alpena.County.Rgnl.AP.726390_TMY.zip
Pamplona,-,ESP,SWEC,-,42.76,-1.64,1,363,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Pamplona.080850_SWEC.zip
YAKUTSK,-,RUS,IWEC Data,249590,62.08,129.75,9,103,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/RUS_Yakutsk.249590_IWEC.zip
Spencer,IA,USA,TMY3,726500,43.17,-95.15,-6,408,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Spencer.Muni.AP.726500_TMY3.zip
Shangzhi,Heilongjiang,CHN,CSWD,509680,45.22,127.97,8,189.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Heilongjiang.Shangzhi.509680_CSWD.zip
Hongjia,Zhejiang,CHN,CSWD,586650,28.62,121.42,8,4.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Zhejiang.Hongjia.586650_CSWD.zip
Kalamunda Bickley,WA,AUS,RMY,956100,-32.02,116.13,8,385,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_WA.Kalamunda-Bickley.956100_RMY.zip
Grissom Arb,IN,USA,TMY3,725335,40.65,-86.15,-5,253,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IN_Grissom.AFB.725335_TMY3.zip
Franklin Naas,VA,USA,TMY3,723083,36.7,-76.9,-5,12,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_VA_Franklin.Muni.AP.723083_TMY3.zip
Brewster Field Arpt,NE,USA,TMY3,725628,40.45,-99.33,-6,704,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NE_Holdrege-Brewster.Field.725628_TMY3.zip
Fullerton Municipal,CA,USA,TMY3,722976,33.87,-117.98,-8,29,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Fullerton.Muni.AP.722976_TMY3.zip
LEARMONTH,-,AUS,IWEC Data,943020,-22.23,114.08,8,6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_WA.Learmonth.943020_IWEC.zip
Pune,Maharashtra,IND,ISHRAE,430630,18.53,73.85,5.5,559,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Pune.430630_ISHRAE.zip
Charlotte Douglas Intl Arpt,NC,USA,TMY3,723140,35.22,-80.95,-5,222,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.zip
Fort Polk Aaf,LA,USA,TMY3,722390,31.05,-93.18,-6,102,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_LA_Fort.Polk.722390_TMY3.zip
Durango La Plata Co,CO,USA,TMY3,724625,37.15,-107.75,-7,2038,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Durango-La.Plata.County.AP.724625_TMY3.zip
The Pas,MB,CAN,WYEC2-B-25004,718670,53.97,-101.1,-6,271,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_MB_The.Pas.718670_CWEC.zip
TOSASHIMIZU,-,JPN,IWEC Data,478980,32.72,133.02,9,33,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/JPN_Tosashimizu.478980_IWEC.zip
SIOUX_CITY,IA,USA,TMY2-14943,725570,42.4,-96.38,-6,336,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Sioux.City.725570_TMY2.zip
Chariton,IA,USA,TMY3,725469,41.03,-93.37,-6,320,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Chariton.Muni.AP.725469_TMY3.zip
Mount Forest,ON,CAN,WYEC2-B-94857,716310,43.98,-80.75,-5,415,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_ON_Mount.Forest.716310_CWEC.zip
Wiscasset,ME,USA,TMY3,727135,43.97,-69.72,-5,21,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ME_Wiscasset.AP.727135_TMY3.zip
Jerusalem-Atarot AP,-,ISR,MSI,401840,31.87,35.22,2,757,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ISR_Jerusalem-Atarot.AP.401840_MSI.zip
Las Vegas/Int'l Airpor,NV,USA,TMY--23169,723860,36.08,-115.17,-8,664,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY.zip
Saharanpur,Uttar Pradesh,IND,ISHRAE,5217,29.85,77.88,5.5,274,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Saharanpur.5217_ISHRAE.zip
Estherville Muni,IA,USA,TMY3,726499,43.4,-94.75,-6,401,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Estherville.Muni.AP.726499_TMY3.zip
Simcoe,ON,CAN,WYEC2-e-94858,715270,42.85,-80.27,-5,241,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_ON_Simcoe.715270_CWEC.zip
Houma Terrebonne,LA,USA,TMY3,722406,29.57,-90.67,-6,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_LA_Houma-Terrebonne.AP.722406_TMY3.zip
Pontevedra,-,ESP,SWEC,80440,42.43,-8.65,1,256,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Pontevedra.080440_SWEC.zip
Atlanta,GA,USA,TMY--13874,722190,33.65,-84.42,-5,315,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY.zip
Miles City,MT,USA,TMY--24037,742300,46.43,-105.87,-7,801,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Miles.City.Muni.AP.742300_TMY.zip
Orlando Intl Arpt,FL,USA,TMY3,722050,28.43,-81.33,-5,29,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Orlando.Intl.AP.722050_TMY3.zip
FRESNO,CA,USA,TMY2-93193,723890,36.77,-119.72,-8,100,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Fresno.723890_TMY2.zip
El Dorado Goodwin Field,AR,USA,TMY3,723419,33.22,-92.82,-6,77,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AR_El.Dorado-Goodwin.Field.723419_TMY3.zip
Renton Muni,WA,USA,TMY3,727934,47.48,-122.22,-8,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Renton.Muni.AP.727934_TMY3.zip
Tongliao,Nei Mongol,CHN,CSWD,541350,43.6,122.27,8,178.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Nei.Mongol.Tongliao.541350_CSWD.zip
Raleigh Durham International,NC,USA,TMY3,723060,35.87,-78.78,-5,127,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.zip
Toledo,-,ESP,SWEC,82720,39.88,-4.05,1,529,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Toledo.082720_SWEC.zip
Whiteman Afb,MO,USA,TMY3,724467,38.72,-93.55,-6,255,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Whiteman.AFB.724467_TMY3.zip
Madrid,-,ESP,SWEC,82210,40.41,-3.68,1,582,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Madrid.082210_SWEC.zip
ASUNCION,-,PRY,IWEC Data,862180,-25.25,-57.57,-4,101,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/PRY_Asuncion.862180_IWEC.zip
Abilene Dyess Afb,TX,USA,TMY3,690190,32.43,-99.85,-6,545,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Abilene-Dyess.AFB.690190_TMY3.zip
Aitkin Ndb Awos,MN,USA,TMY3,727504,46.55,-93.68,-6,367,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Aitkin.AWOS.727504_TMY3.zip
Wheeling Ohio County Ap,WV,USA,TMY3,724275,40.18,-80.65,-5,359,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WV_Wheeling-Ohio.County.AP.724275_TMY3.zip
Almeria,-,ESP,SWEC,84870,36.85,-2.38,1,21,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Almeria.084870_SWEC.zip
Corpus Christi Intl Arpt  Ut,TX,USA,TMY3,722510,27.88,-97.63,-6,6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.zip
Calgary Int'l,AB,CAN,WYEC2-B-25110,718770,51.12,-114.02,-7,1084,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_AB_Calgary.718770_CWEC.zip
Kailu,Nei Mongol,CHN,CSWD,541340,43.6,121.28,8,241,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Nei.Mongol.Kailu.541340_CSWD.zip
ACAJUTLA/SONSONATE,-,SLV,SWERA,786500,13.57,-89.83,-6,15,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/SLV_Acajutla.786500_SWERA.zip
BATTICALOA_(AFB),-,LKA,SWERA,434360,7.72,81.7,6,12,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/LKA_Batticaloa.434360_SWERA.zip
MATSUMOTO,-,JPN,IWEC Data,476180,36.25,137.97,9,611,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/JPN_Matsumoto.476180_IWEC.zip
OKLAHOMA_CITY,OK,USA,TMY2-13967,723530,35.4,-97.6,-6,397,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OK_Oklahoma.City.723530_TMY2.zip
Chan Gurney Muni,SD,USA,TMY3,726525,42.92,-97.38,-6,408,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3.zip
Fort Collins  Awos,CO,USA,TMY3,724769,40.45,-105.02,-7,1529,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Fort.Collins.AWOS.724769_TMY3.zip
Terre Haute Hulman Regional A,IN,USA,TMY3,724373,39.45,-87.3,-5,175,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3.zip
Lesko,-,POL,IMGW,126900,49.45,22.32,1,422,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Lesko.126900_IMGW.zip
Norfolk International Ap,VA,USA,TMY3,723080,36.9,-76.2,-5,7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_VA_Norfolk.Intl.AP.723080_TMY3.zip
Hays Muni  Awos,KS,USA,TMY3,724518,38.85,-99.27,-6,609,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KS_Hays.Muni.AWOS.724518_TMY3.zip
Whidbey Island Nas,WA,USA,TMY3,690230,48.35,-122.67,-8,10,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Whidbey.Island.NAS.690230_TMY3.zip
Shache,Xinjiang Uygur,CHN,CSWD,518110,38.43,77.27,8,1231.2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Shache.518110_CSWD.zip
Wenatchee Pangborn,WA,USA,TMY3,727825,47.4,-120.2,-8,379,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Wenatchee-Pangborn.Mem.AP.727825_TMY3.zip
RIYADH,-,SAU,IWEC Data,404380,24.7,46.8,3,612,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/SAU_Riyadh.404380_IWEC.zip
METEHARA,-,ETH,SWERA,634530,8.83,39.78,3,1062,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/ETH_Metehara.634530_SWERA.zip
Palm Springs Thermal Ap,CA,USA,TMY3,747187,33.63,-116.17,-8,-34,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Palm.Springs-Thermal.AP.747187_TMY3.zip
CASA_BLANCA,-,CUB,SWERA,783250,23.17,-82.35,-5,50,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Casa.Blanca.783250_SWERA.zip
Wellington,Wellington,New Zealand,TMY2 NIWA 18234 D14482,934360,-41.41,174.87,12,79,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_Wellington-Wellington.WN.934360_NIWA.zip
Rome R B Russell Ap,GA,USA,TMY3,723200,34.35,-85.17,-5,195,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_GA_Rome-Richard.B.Russell.AP.723200_TMY3.zip
FLINT,MI,USA,TMY2-14826,726370,42.97,-83.73,-5,233,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Flint.726370_TMY2.zip
BINGHAMTON,NY,USA,TMY2-04725,725150,42.22,-75.98,-5,499,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NY_Binghamton.725150_TMY2.zip
ATLANTIC_CITY,NJ,USA,TMY2-93730,724070,39.45,-74.57,-5,20,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NJ_Atlantic.City.724070_TMY2.zip
Key West Intl Arpt,FL,USA,TMY3,722010,24.55,-81.75,-5,1,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Key.West.Intl.AP.722010_TMY3.zip
Miles City Municipal Arpt,MT,USA,TMY3,742300,46.43,-105.88,-7,801,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Miles.City.Muni.AP.742300_TMY3.zip
Medford Rogue Valley Intl Ap,OR,USA,TMY3,725970,42.19,-122.7,-8,595,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.zip
Columbia Metro Arpt,SC,USA,TMY3,723100,33.95,-81.12,-5,65,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SC_Columbia.Metro.AP.723100_TMY3.zip
Patna,Bihar,IND,ISHRAE,424920,25.27,85.17,5.5,53,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Patna.424920_ISHRAE.zip
New River Mcaf,NC,USA,TMY3,723096,34.7,-77.38,-5,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_New.River.MCAS.723096_TMY3.zip
BEIJING,-,CHN,IWEC Data,545110,39.8,116.47,8,32,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Beijing.Beijing.545110_IWEC.zip
Joslin Fld Magic Va  Twin Fall,ID,USA,TMY3,725866,42.55,-114.35,-7,1200,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ID_Twin.Falls-Magic.Valley.Rgnl.AP-Joslin.Field.725866_TMY3.zip
Washington,IA,USA,TMY3,725454,41.28,-91.67,-6,230,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Washington.Muni.AP.725454_TMY3.zip
Xifengzhen,Gansu,CHN,CSWD,539230,35.73,107.63,8,1421,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Gansu.Xifengzhen.539230_CSWD.zip
Poznan,-,POL,IMGW,123300,52.42,16.97,1,0,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Poznan.123300_IMGW.zip
Bagotville,PQ,CAN,WYEC2-B-94795,717270,48.33,-71,-5,159,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_PQ_Bagotville.717270_CWEC.zip
KASHI,-,CHN,SWERA,517090,39.47,75.98,8,1291,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Kinjiang.Uygar.Kashi.517090_SWERA.zip
Whiting Field Naas,FL,USA,TMY3,722226,30.72,-87.02,-6,54,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Whiting.Field.NAS.722226_TMY3.zip
Roswell,NM,USA,TMY--23043,722680,33.3,-104.53,-7,1112,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NM_Roswell.Industrial.Air.Park.722680_TMY.zip
Huimin Xian,Shandong,CHN,CSWD,547250,37.48,117.53,8,11.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Shandong.Huimin.Xian.547250_CSWD.zip
Garze,-,CHN,SWERA,561460,31.62,100,8,3394,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Sichuan.Garze.561460_SWERA.zip
Visalia Muni  Awos,CA,USA,TMY3,723896,36.32,-119.4,-8,89,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Visalia.Muni.AWOS.723896_TMY3.zip
CLEVELAND,OH,USA,TMY2-14820,725240,41.4,-81.85,-5,245,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OH_Cleveland.725240_TMY2.zip
